id,width,length,height,weight
3904,298,36,12,272
3905,133,423,285,681
3906,248,413,429,56
3907,48,279,157,89
3908,90,433,201,356
3909,436,277,490,83
3910,144,291,452,232
3911,22,125,37,4
3912,109,408,136,979
3913,255,261,232,856
3914,4,308,73,492
3915,330,76,289,621
3916,18,248,387,783
3917,237,285,328,673
3918,261,234,495,298
3919,161,267,337,89
3920,143,37,158,307
3921,161,10,119,819
3922,62,14,220,819
3923,346,185,60,782
3924,30,98,162,169
3925,396,173,249,211
3926,50,412,388,43
3927,408,183,140,847
3928,411,303,126,970
3929,147,215,267,3
3930,3,491,441,385
3931,291,474,156,297
3932,291,227,361,548
3933,303,280,495,964
3934,390,384,142,318
3935,401,331,23,243
3936,344,314,363,24
3937,107,262,68,671
3938,158,434,11,171
3939,294,167,137,595
3940,226,91,258,488
3941,91,366,298,169
3942,220,338,82,490
3943,219,405,361,782
3944,418,378,147,68
3945,478,185,76,92
3946,334,76,269,472
3947,297,42,218,751
3948,463,283,461,271
3949,64,381,407,595
3950,491,57,345,69
3951,440,429,330,540
3952,209,125,127,878
3953,264,454,309,554
3954,6,306,135,696
3955,238,269,337,958
3956,338,370,274,902
3957,106,359,171,587
3958,497,194,2,409
3959,463,281,103,281
3960,274,443,9,241
3961,358,500,454,651
3962,181,229,189,547
3963,250,411,174,376
3964,461,237,203,468
3965,360,212,221,478
3966,109,88,12,976
3967,458,163,147,26
3968,455,352,392,134
3969,439,279,233,958
3970,485,481,152,242
3971,90,170,348,640
3972,10,95,421,442
3973,305,207,451,207
3974,373,399,118,830
3975,34,313,403,390
3976,9,243,9,134
3977,127,182,389,849
3978,200,21,417,760
3979,287,422,57,905
3980,397,21,401,168
3981,350,422,403,300
3982,58,373,59,278
3983,146,389,387,443
3984,375,156,479,988
3985,38,335,216,79
3986,267,117,258,743
3987,194,80,246,215
3988,152,245,239,705
3989,285,148,10,128
3990,398,446,97,897
3991,473,1,270,340
3992,315,419,349,542
3993,454,82,406,722
3994,361,258,225,975
3995,100,79,96,386
3996,288,115,366,289
3997,332,438,440,179
3998,454,396,24,615
3999,300,82,32,112
4000,274,421,78,681
4001,466,192,63,529
4002,187,487,61,559
4003,4,479,451,402
4004,42,73,94,279
4005,394,253,396,91
4006,8,275,476,964
4007,258,483,82,439
4008,25,199,188,112
4009,83,262,423,416
4010,29,103,8,178
4011,459,113,350,94
4012,269,437,95,649
4013,136,294,471,826
4014,488,36,397,853
4015,306,218,114,283
4016,196,56,30,912
4017,380,58,87,73
4018,111,47,118,700
4019,459,329,417,465
4020,200,466,242,103
4021,482,58,242,788
4022,416,16,399,977
4023,295,149,230,381
4024,228,147,83,968
4025,444,186,303,220
4026,346,241,1,177
4027,301,316,229,842
4028,455,437,91,553
4029,449,447,28,620
4030,397,84,345,708
4031,486,467,227,665
4032,495,477,154,555
4033,69,379,6,820
4034,253,441,24,396
4035,380,470,475,965
4036,382,89,259,118
4037,399,148,495,399
4038,55,155,171,372
4039,17,489,275,528
4040,177,209,297,226
4041,460,160,159,88
4042,413,325,363,749
4043,148,339,448,283
4044,48,420,346,493
4045,224,371,334,403
4046,7,369,98,586
4047,6,376,165,439
4048,355,298,416,917
4049,154,293,74,726
4050,28,454,309,686
4051,317,88,253,472
4052,19,117,496,340
4053,232,391,127,710
4054,368,426,57,303
4055,166,255,299,159
4056,324,304,136,385
4057,246,268,315,548
4058,242,189,37,240
4059,479,190,230,542
4060,460,431,274,602
4061,206,228,487,779
4062,481,402,296,480
4063,12,303,376,992
4064,216,397,356,196
4065,74,4,69,759
4066,460,44,482,305
4067,300,474,238,646
4068,397,281,10,405
4069,441,423,353,905
4070,254,430,497,399
4071,212,88,286,983
4072,387,487,235,348
4073,429,476,441,970
4074,97,353,228,149
4075,50,308,172,233
4076,184,64,203,386
4077,185,97,416,28
4078,457,460,75,957
4079,272,263,304,882
4080,370,64,383,632
4081,299,489,103,120
4082,161,438,426,741
4083,241,188,367,133
4084,43,382,492,138
4085,159,86,495,55
4086,219,417,24,971
4087,359,82,224,706
4088,342,20,217,510
4089,55,478,169,697
4090,495,296,135,306
4091,220,429,264,219
4092,83,83,3,660
4093,311,301,412,18
4094,177,108,154,2
4095,238,31,138,123
4096,262,332,397,484
4097,281,324,299,845
4098,153,196,291,997
4099,6,264,206,413
4100,331,85,271,993
4101,20,179,351,721
4102,464,429,303,479
4103,79,193,140,195
4104,65,250,126,203
4105,323,136,59,483
4106,435,8,332,372
4107,187,203,107,36
4108,250,268,265,80
4109,398,42,169,167
4110,423,35,216,348
4111,79,8,361,562
4112,353,370,379,380
4113,363,418,165,572
4114,415,354,249,693
4115,415,46,280,282
4116,456,97,146,486
4117,371,330,491,180
4118,486,2,308,760
4119,400,324,184,778
4120,55,375,418,722
4121,98,59,14,838
4122,290,235,218,568
4123,60,114,421,873
4124,286,21,414,564
4125,318,316,264,647
4126,43,468,72,320
4127,140,204,483,175
4128,446,230,344,343
4129,71,477,401,564
4130,193,250,37,691
4131,16,26,221,327
4132,280,363,395,515
4133,448,159,145,958
4134,451,234,55,938
4135,102,11,496,687
4136,282,19,27,174
4137,236,317,188,314
4138,447,149,158,80
4139,311,453,177,75
4140,277,245,222,220
4141,439,441,460,408
4142,234,7,194,733
4143,492,398,284,213
4144,274,37,352,187
4145,272,391,371,291
4146,412,75,194,59
4147,307,361,156,651
4148,484,342,282,375
4149,163,487,392,710
4150,200,303,10,562
4151,282,496,441,610
4152,477,271,254,758
4153,437,405,392,934
4154,431,388,7,443
4155,124,55,411,999
4156,117,489,396,310
4157,273,165,5,747
4158,249,91,497,297
4159,489,349,104,648
4160,494,291,225,660
4161,433,348,343,516
4162,31,351,482,312
4163,419,243,201,360
4164,382,199,356,142
4165,169,3,112,151
4166,278,189,307,895
4167,359,98,231,173
4168,358,140,9,967
4169,457,291,438,192
4170,63,177,430,362
4171,322,124,479,557
4172,120,369,254,61
4173,176,442,81,330
4174,463,224,10,866
4175,462,152,220,752
4176,444,232,466,770
4177,113,106,344,734
4178,323,317,140,594
4179,33,449,246,138
4180,222,53,474,393
4181,456,354,162,912
4182,427,37,11,737
4183,101,359,479,533
4184,119,180,350,619
4185,256,238,467,706
4186,397,175,229,586
4187,278,425,383,565
4188,326,255,125,907
4189,204,188,213,730
4190,282,393,382,760
4191,65,42,120,254
4192,420,480,10,579
4193,270,64,286,619
4194,310,469,5,311
4195,339,376,163,850
4196,464,317,220,383
4197,119,315,368,761
4198,474,234,485,420
4199,473,205,467,518
4200,213,182,313,206
4201,496,465,392,579
4202,187,67,321,744
4203,118,25,430,216
4204,431,421,336,169
4205,68,277,442,663
4206,49,234,458,943
4207,338,217,229,372
4208,173,82,274,263
4209,407,260,9,475
4210,58,234,314,692
4211,184,168,102,456
4212,456,86,108,889
4213,261,169,268,740
4214,208,403,74,882
4215,164,62,341,842
4216,231,274,435,952
4217,304,176,473,682
4218,29,454,460,261
4219,16,84,292,273
4220,409,91,106,134
4221,171,244,373,811
4222,472,472,464,138
4223,189,181,456,714
4224,231,94,452,11
4225,396,216,43,887
4226,478,201,496,513
4227,103,67,261,699
4228,109,197,58,654
4229,445,334,225,100
4230,262,475,29,259
4231,376,237,377,648
4232,440,361,352,750
4233,391,18,65,425
4234,124,425,14,27
4235,273,237,64,986
4236,303,453,122,326
4237,128,223,493,309
4238,95,480,76,127
4239,177,65,44,478
4240,195,488,305,160
4241,224,246,370,207
4242,144,188,159,908
4243,290,350,91,161
4244,413,499,143,994
4245,466,211,371,470
4246,250,96,231,698
4247,357,437,362,486
4248,260,198,473,790
4249,394,470,498,145
4250,436,265,492,919
4251,298,185,359,346
4252,325,499,118,165
4253,156,405,125,887
4254,271,49,115,561
4255,351,304,183,5
4256,251,100,470,656
4257,397,354,117,430
4258,112,130,126,974
4259,50,58,326,999
4260,303,23,313,469
4261,143,187,147,140
4262,335,403,429,878
4263,144,114,223,690
4264,174,437,329,316
4265,339,469,165,495
4266,77,44,426,543
4267,382,201,252,388
4268,458,383,409,400
4269,362,220,5,377
4270,175,74,136,630
4271,44,162,201,201
4272,327,142,22,754
4273,170,194,364,894
4274,186,320,369,954
4275,293,62,449,247
4276,227,111,161,401
4277,14,46,186,794
4278,13,96,345,186
4279,199,14,32,785
4280,200,397,433,633
4281,464,211,215,318
4282,151,233,466,920
4283,486,133,30,477
4284,131,200,355,428
4285,225,356,183,341
4286,487,230,481,960
4287,308,274,447,195
4288,495,169,329,235
4289,63,70,257,235
4290,199,85,400,185
4291,149,190,454,829
4292,164,72,6,723
4293,98,1,171,535
4294,78,61,369,142
4295,387,239,17,322
4296,287,496,86,951
4297,161,139,320,340
4298,480,31,61,345
4299,24,236,25,121
4300,396,384,141,991
4301,155,491,478,620
4302,498,263,364,43
4303,373,494,461,901
4304,214,38,270,482
4305,56,461,262,783
4306,250,311,452,795
4307,86,73,462,848
4308,353,357,62,885
4309,491,183,329,39
4310,141,358,147,367
4311,30,76,456,686
4312,379,10,145,60
4313,325,472,106,368
4314,317,410,91,793
4315,4,31,412,820
4316,285,430,20,209
4317,229,19,497,697
4318,128,95,303,333
4319,498,273,272,220
4320,396,160,360,600
4321,269,499,431,233
4322,319,270,354,809
4323,241,251,175,951
4324,54,392,302,455
4325,277,241,24,542
4326,301,427,213,634
4327,421,411,277,115
4328,451,406,392,915
4329,14,3,419,621
4330,389,468,392,844
4331,475,19,186,169
4332,479,149,305,691
4333,377,284,289,369
4334,10,292,248,640
4335,369,162,264,454
4336,474,493,376,140
4337,450,6,348,671
4338,247,348,86,836
4339,421,260,369,24
4340,406,40,309,505
4341,123,79,304,658
4342,149,312,369,397
4343,496,312,346,752
4344,356,496,179,573
4345,54,141,329,978
4346,352,148,18,389
4347,74,123,138,481
4348,221,477,295,773
4349,151,420,421,29
4350,411,152,302,326
4351,114,337,478,387
4352,202,437,350,836
4353,90,67,141,917
4354,220,48,88,704
4355,372,167,430,651
4356,136,454,428,458
4357,90,369,461,365
4358,415,47,426,507
4359,469,492,169,514
4360,113,496,85,19
4361,449,328,295,697
4362,157,91,201,431
4363,48,468,280,19
4364,430,110,118,208
4365,90,373,239,172
4366,498,490,63,528
4367,422,327,53,486
4368,281,391,207,594
4369,296,376,120,949
4370,125,331,175,583
4371,323,442,420,971
4372,479,94,356,887
4373,96,192,24,595
4374,26,48,334,986
4375,53,494,348,866
4376,497,343,342,962
4377,37,70,326,865
4378,276,253,242,923
4379,494,368,345,656
4380,391,203,76,237
4381,116,313,432,40
4382,221,362,385,910
4383,292,216,457,805
4384,132,256,248,711
4385,53,61,232,285
4386,37,336,177,137
4387,456,493,302,682
4388,172,16,17,962
4389,317,28,339,182
4390,59,389,108,387
4391,250,459,9,655
4392,493,192,24,784
4393,343,200,3,196
4394,337,401,174,870
4395,161,390,294,533
4396,415,132,403,529
4397,139,20,140,136
4398,406,313,299,188
4399,337,29,447,378
4400,498,234,90,987
4401,127,203,482,372
4402,452,386,9,971
4403,185,176,140,823
4404,235,273,223,704
4405,162,286,391,687
4406,10,26,452,164
4407,460,406,181,74
4408,24,156,33,82
4409,222,82,125,557
4410,412,259,421,525
4411,100,225,327,95
4412,366,247,236,817
4413,386,22,212,542
4414,1,90,454,363
4415,30,469,217,994
4416,133,209,321,299
4417,331,14,265,485
4418,262,456,193,104
4419,388,309,233,774
4420,200,419,402,634
4421,401,357,251,575
4422,110,246,176,132
4423,311,332,452,173
4424,29,314,62,804
4425,7,427,87,521
4426,175,89,35,731
4427,9,163,201,715
4428,421,43,354,200
4429,97,291,244,16
4430,21,325,105,18
4431,124,429,235,76
4432,63,95,335,851
4433,206,362,322,958
4434,497,496,269,214
4435,367,420,180,487
4436,94,175,48,6
4437,134,17,29,579
4438,97,212,69,354
4439,85,331,205,602
4440,25,261,54,559
4441,37,379,450,196
4442,25,33,132,827
4443,353,204,416,858
4444,405,121,52,321
4445,77,276,344,75
4446,313,376,482,182
4447,206,335,225,298
4448,474,233,301,11
4449,35,246,281,462
4450,69,278,18,826
4451,238,457,416,20
4452,115,155,251,470
4453,318,471,312,441
4454,161,359,399,690
4455,473,223,150,99
4456,381,77,1,864
4457,313,256,98,68
4458,496,107,351,997
4459,24,78,155,404
4460,121,435,147,116
4461,126,299,9,476
4462,72,27,301,296
4463,251,353,487,630
4464,30,287,175,452
4465,185,333,72,187
4466,153,354,239,630
4467,184,44,433,262
4468,234,53,19,213
4469,79,233,103,11
4470,494,266,258,254
4471,189,130,413,652
4472,244,202,316,130
4473,397,211,305,730
4474,372,444,367,995
4475,112,12,333,626
4476,394,142,70,702
4477,415,494,398,822
4478,328,281,82,180
4479,120,13,457,123
4480,487,101,197,706
4481,306,214,149,177
4482,351,497,91,961
4483,8,432,123,48
4484,430,78,404,521
4485,195,469,332,706
4486,145,297,247,209
4487,143,443,243,645
4488,176,327,190,917
4489,288,245,300,327
4490,425,388,259,248
4491,372,448,445,229
4492,97,81,434,861
4493,117,429,170,914
4494,250,57,290,909
4495,130,283,430,87
4496,439,403,3,750
4497,65,433,7,661
4498,92,386,179,958
4499,59,315,14,70
4500,400,316,75,904
4501,194,429,473,920
4502,284,262,157,85
4503,173,392,71,128
4504,242,118,70,745
4505,451,79,293,563
4506,494,280,407,844
4507,96,255,372,371
4508,161,417,12,854
4509,345,239,93,30
4510,448,445,179,432
4511,14,359,445,908
4512,432,137,84,386
4513,82,266,235,505
4514,195,76,82,47
4515,317,164,90,314
4516,179,450,19,66
4517,351,171,365,476
4518,429,54,312,229
4519,122,452,92,165
4520,186,343,14,642
4521,483,338,171,214
4522,128,208,449,185
4523,239,293,123,810
4524,482,133,265,589
4525,432,70,335,937
4526,28,499,292,13
4527,434,64,45,503
4528,225,387,421,548
4529,271,323,328,993
4530,353,94,279,596
4531,243,196,170,753
4532,132,248,371,910
4533,56,176,203,578
4534,303,89,420,854
4535,350,111,74,975
4536,270,13,63,918
4537,425,26,342,499
4538,367,263,95,166
4539,278,66,103,562
4540,126,67,451,290
4541,147,372,334,548
4542,424,468,239,830
4543,248,111,181,443
4544,154,480,368,732
4545,55,386,313,840
4546,439,94,339,359
4547,498,282,200,633
4548,266,122,221,646
4549,448,435,198,968
4550,170,48,233,63
4551,75,174,164,680
4552,351,309,286,97
4553,38,92,214,702
4554,79,283,59,333
4555,105,36,317,517
4556,68,201,305,572
4557,298,338,82,303
4558,358,236,294,219
4559,206,477,204,11
4560,242,282,158,534
4561,2,266,247,47
4562,4,411,500,519
4563,450,36,283,823
4564,351,342,346,770
4565,485,454,20,381
4566,417,43,130,704
4567,128,112,116,152
4568,15,400,51,108
4569,245,334,291,815
4570,144,321,374,99
4571,102,445,159,319
4572,174,474,100,646
4573,365,469,490,631
4574,203,168,90,173
4575,171,218,29,470
4576,68,115,261,950
4577,249,395,235,857
4578,293,435,120,867
4579,286,461,115,102
4580,256,129,332,201
4581,85,224,449,323
4582,204,173,272,79
4583,362,410,334,92
4584,341,176,406,58
4585,181,98,398,209
4586,246,308,370,363
4587,252,307,54,588
4588,112,116,164,827
4589,273,327,43,243
4590,275,441,204,831
4591,397,456,213,181
4592,147,94,280,240
4593,283,300,331,746
4594,166,286,467,459
4595,282,409,189,469
4596,478,48,140,764
4597,353,100,427,198
4598,307,267,480,821
4599,181,1,217,719
4600,196,412,167,864
4601,227,27,421,460
4602,430,486,152,804
4603,47,14,157,998
4604,324,199,359,5
4605,227,490,28,305
4606,144,262,267,526
4607,350,388,295,165
4608,309,287,260,760
4609,212,146,282,7
4610,439,127,382,213
4611,292,403,466,112
4612,356,24,207,301
4613,368,396,166,103
4614,21,349,345,516
4615,453,397,239,390
4616,311,396,290,975
4617,212,45,186,299
4618,108,222,227,64
4619,47,324,433,293
4620,320,271,98,378
4621,446,157,475,530
4622,121,268,97,218
4623,402,349,11,328
4624,208,215,44,299
4625,370,488,442,101
4626,272,150,329,815
4627,53,184,180,956
4628,298,171,140,210
4629,282,437,273,45
4630,334,396,239,356
4631,30,108,286,428
4632,233,477,252,882
4633,93,214,271,811
4634,269,163,347,488
4635,429,117,4,164
4636,366,272,228,671
4637,226,330,421,247
4638,199,267,91,557
4639,51,234,284,734
4640,158,361,36,187
4641,453,291,160,260
4642,160,273,131,278
4643,349,31,494,990
4644,15,470,376,122
4645,134,492,208,635
4646,307,495,72,15
4647,61,475,400,400
4648,364,448,81,932
4649,473,55,394,840
4650,225,119,159,886
4651,470,351,266,805
4652,23,33,407,153
4653,333,201,315,846
4654,144,69,402,168
4655,257,185,484,409
4656,295,461,491,74
4657,392,2,221,200
4658,189,88,265,314
4659,311,182,191,184
4660,371,387,305,395
4661,77,82,393,337
4662,256,60,363,223
4663,441,289,130,388
4664,88,275,378,581
4665,132,489,131,109
4666,250,480,386,352
4667,170,105,200,256
4668,24,135,473,458
4669,283,455,104,629
4670,24,399,348,246
4671,56,335,171,654
4672,252,65,331,113
4673,36,3,68,802
4674,124,390,261,525
4675,61,124,252,354
4676,91,77,460,734
4677,415,304,495,338
4678,28,9,289,484
4679,314,222,242,965
4680,155,429,215,37
4681,469,463,55,802
4682,444,116,197,672
4683,9,17,359,118
4684,480,197,2,281
4685,163,268,250,999
4686,180,100,159,620
4687,427,357,317,541
4688,78,328,6,356
4689,386,65,445,421
4690,39,359,391,412
4691,251,20,144,423
4692,169,402,40,139
4693,5,476,438,422
4694,213,100,377,994
4695,206,430,486,376
4696,484,277,73,750
4697,455,9,252,320
4698,13,475,11,553
4699,369,434,156,948
4700,39,193,435,973
4701,21,236,382,69
4702,335,93,194,878
4703,413,118,177,227
4704,226,335,397,110
4705,248,204,313,20
4706,411,178,141,9
4707,111,164,215,380
4708,445,492,452,97
4709,360,107,34,837
4710,269,294,276,528
4711,452,316,118,765
4712,386,307,162,795
4713,324,477,79,820
4714,87,194,45,212
4715,224,487,280,102
4716,453,318,270,830
4717,101,343,150,98
4718,393,264,225,239
4719,361,459,356,658
4720,238,38,344,9
4721,146,86,13,669
4722,47,375,266,11
4723,465,75,418,750
4724,330,102,50,811
4725,153,229,207,574
4726,52,268,409,353
4727,500,284,241,193
4728,212,38,115,938
4729,224,163,330,247
4730,363,200,118,441
4731,266,69,98,986
4732,444,479,295,63
4733,318,306,356,673
4734,78,304,64,12
4735,470,152,283,427
4736,428,8,398,915
4737,350,112,265,109
4738,386,86,249,13
4739,474,287,306,382
4740,233,275,60,108
4741,181,365,380,810
4742,353,274,308,352
4743,253,242,109,60
4744,230,314,365,499
4745,57,241,360,487
4746,48,61,387,182
4747,478,254,295,133
4748,496,126,325,887
4749,50,299,265,698
4750,106,114,298,879
4751,490,370,87,760
4752,44,329,230,9
4753,350,199,489,179
4754,185,415,252,850
4755,110,218,142,835
4756,165,29,254,637
4757,409,463,399,358
4758,312,386,457,547
4759,185,52,230,356
4760,85,322,280,358
4761,452,387,359,408
4762,463,16,476,195
4763,89,297,351,42
4764,399,53,67,792
4765,214,111,57,456
4766,62,17,56,160
4767,189,455,495,160
4768,443,141,89,336
4769,457,307,324,508
4770,237,201,388,464
4771,142,398,321,876
4772,380,242,374,86
4773,455,190,141,150
4774,188,264,105,841
4775,312,318,232,770
4776,153,123,475,953
4777,24,462,185,793
4778,307,433,259,786
4779,355,300,442,647
4780,216,128,39,431
4781,332,134,325,218
4782,330,152,379,703
4783,128,458,150,933
4784,219,123,313,715
4785,33,60,129,214
4786,473,45,18,630
4787,353,324,161,439
4788,91,351,468,10
4789,69,497,460,231
4790,264,291,25,842
4791,30,406,476,946
4792,94,48,418,425
4793,473,343,78,895
4794,269,438,194,758
4795,61,287,64,505
4796,440,484,173,300
4797,475,304,408,970
4798,321,409,81,878
4799,487,62,209,202
4800,221,111,465,695
4801,332,480,420,189
4802,232,282,308,437
4803,411,227,215,172
4804,126,334,236,889
4805,421,415,18,605
4806,489,479,458,443
4807,316,401,223,996
4808,471,343,500,43
4809,28,40,6,19
4810,464,478,361,110
4811,124,112,153,601
4812,50,290,91,329
4813,216,94,436,566
4814,416,484,136,662
4815,154,8,15,147
4816,343,463,65,522
4817,111,141,67,69
4818,460,168,125,814
4819,248,110,93,890
4820,20,49,162,766
4821,7,462,84,393
4822,279,69,349,390
4823,69,44,463,400
4824,361,389,291,942
4825,44,142,447,758
4826,466,265,138,717
4827,18,22,14,460
4828,471,478,179,845
4829,137,437,313,77
4830,411,125,277,895
4831,165,436,253,785
4832,359,119,38,787
4833,227,455,359,885
4834,64,29,437,768
4835,7,396,300,173
4836,316,97,7,185
4837,291,363,302,653
4838,392,342,362,413
4839,3,393,414,204
4840,135,432,104,489
4841,455,225,187,716
4842,319,224,225,9
4843,365,167,82,342
4844,497,358,249,632
4845,365,467,211,114
4846,139,419,83,710
4847,16,2,327,664
4848,279,382,96,141
4849,464,323,13,450
4850,453,380,472,833
4851,100,188,35,709
4852,279,60,69,204
4853,375,198,165,349
4854,285,405,16,950
4855,303,85,89,318
4856,85,247,24,19
4857,149,223,414,944
4858,138,431,359,180
4859,495,65,111,793
4860,303,379,128,499
4861,269,497,184,979
4862,160,499,390,888
4863,443,127,257,399
4864,156,465,235,710
4865,88,82,311,799
4866,426,99,493,972
4867,30,286,55,608
4868,305,408,402,590
4869,122,197,295,650
4870,470,310,27,745
4871,77,94,193,762
4872,320,491,98,52
4873,416,190,461,821
4874,375,28,107,298
4875,203,348,242,965
4876,57,237,368,551
4877,1,130,345,201
4878,487,255,248,27
4879,29,183,152,92
4880,478,492,80,930
4881,93,390,265,88
4882,103,25,458,568
4883,360,402,351,760
4884,344,299,100,534
4885,71,393,64,3
4886,8,236,207,158
4887,347,200,257,925
4888,91,494,227,993
4889,254,244,200,301
4890,394,188,245,283
4891,15,252,484,879
4892,453,448,180,235
4893,65,222,453,743
4894,56,466,4,417
4895,181,380,401,677
4896,280,265,131,415
4897,479,466,355,568
4898,345,116,271,310
4899,477,391,229,80
4900,466,73,341,145
4901,280,101,221,883
4902,385,227,229,759
4903,287,351,222,944
4904,247,491,207,235
4905,297,153,222,209
4906,37,20,348,682
4907,321,87,202,720
4908,372,230,89,378
4909,223,478,409,306
4910,272,160,345,158
4911,186,223,31,550
4912,126,1,414,275
4913,238,332,445,781
4914,148,238,131,314
4915,371,174,254,790
4916,322,33,116,79
4917,377,30,439,755
4918,130,442,77,411
4919,374,428,449,634
4920,393,57,60,376
4921,25,284,203,837
4922,234,189,101,46
4923,500,78,404,419
4924,456,92,415,833
4925,168,469,223,964
4926,248,167,218,218
4927,231,373,11,192
4928,257,122,94,774
4929,72,125,361,789
4930,204,194,98,792
4931,429,354,106,879
4932,21,54,268,903
4933,154,490,368,122
4934,47,282,205,909
4935,270,140,91,888
4936,142,123,473,644
4937,480,475,140,352
4938,453,361,473,221
4939,9,428,216,48
4940,400,245,281,100
4941,277,192,461,462
4942,324,197,74,592
4943,357,409,30,735
4944,306,136,380,270
4945,356,118,55,530
4946,255,222,52,344
4947,95,433,354,594
4948,312,376,351,890
4949,334,445,309,293
4950,182,442,268,199
4951,108,144,283,264
4952,424,120,390,213
4953,304,364,489,613
4954,69,449,289,30
4955,11,158,264,258
4956,19,448,108,751
4957,259,51,254,471
4958,369,205,116,790
4959,227,193,33,449
4960,437,136,2,84
4961,37,192,16,505
4962,22,94,352,813
4963,293,170,214,446
4964,3,414,254,711
4965,142,408,297,677
4966,212,448,106,427
4967,347,215,268,726
4968,270,227,257,101
4969,69,376,379,772
4970,418,478,320,826
4971,281,111,454,173
4972,106,314,189,371
4973,455,318,313,724
4974,483,196,369,226
4975,234,121,307,65
4976,307,179,347,826
4977,365,478,488,309
4978,450,216,169,153
4979,173,392,191,549
4980,295,483,13,977
4981,306,96,431,371
4982,333,249,322,386
4983,138,247,330,87
4984,272,131,467,178
4985,381,33,18,734
4986,252,194,349,319
4987,214,291,299,783
4988,315,397,251,295
4989,473,335,212,777
4990,231,198,100,594
4991,229,412,34,931
4992,466,55,444,937
4993,138,431,318,533
4994,140,55,142,234
4995,456,310,207,870
4996,375,447,303,916
4997,286,407,477,156
4998,239,462,437,436
4999,10,465,342,230
5000,286,387,278,249
